2020-02-13 14:13:36 engine.py[line:29]                   INFO: 开始运行时间：2020-02-13 14:13:36.522802
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 1285, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 1234, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 1026, in _send_output
    self.send(msg)
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 964, in send
    self.connect()
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connection.py", line 184, in connect
    conn = self._new_conn()
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connection.py", line 169, in _new_conn
    self, "Failed to establish a new connection: %s" % e
urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x032A65D0>: Failed to establish a new connection: [Errno 11004] getaddrinfo failed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\Envs\meiduo\lib\site-packages\requests\adapters.py", line 449, in send
    timeout=timeout
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connectionpool.py", line 720, in urlopen
    method, url, error=e, _pool=self, _stacktrace=sys.exc_info()[2]
  File "D:\Envs\meiduo\lib\site-packages\urllib3\util\retry.py", line 436, in increment
    raise MaxRetryError(_pool, url, error or ResponseError(cause))
urllib3.exceptions.MaxRetryError: HTTPConnectionPool(host='www.baidu.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x032A65D0>: Failed to establish a new connection: [Errno 11004] getaddrinfo failed',))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "F:\Tencent\temp\scrapy_plus\cores\engine.py", line 118, in _error_callback
    raise exception  # 抛出异常后，才能被日志进行完整记录下来
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\multiprocessing\pool.py", line 119, in worker
    result = (True, func(*args, **kwds))
  File "F:\Tencent\temp\scrapy_plus\cores\engine.py", line 71, in _execute_request_response_item
    response = self.downloader.get_response(request)
  File "F:\Tencent\temp\scrapy_plus\cores\downloader.py", line 14, in get_response
    resp = requests.get(request.url, headers=request.headers, params=request.params)
  File "D:\Envs\meiduo\lib\site-packages\requests\api.py", line 75, in get
    return request('get', url, params=params, **kwargs)
  File "D:\Envs\meiduo\lib\site-packages\requests\api.py", line 60, in request
    return session.request(method=method, url=url, **kwargs)
  File "D:\Envs\meiduo\lib\site-packages\requests\sessions.py", line 533, in request
    resp = self.send(prep, **send_kwargs)
  File "D:\Envs\meiduo\lib\site-packages\requests\sessions.py", line 646, in send
    r = adapter.send(request, **kwargs)
  File "D:\Envs\meiduo\lib\site-packages\requests\adapters.py", line 516, in send
    raise ConnectionError(e, request=request)
requests.exceptions.ConnectionError: HTTPConnectionPool(host='www.baidu.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x032A65D0>: Failed to establish a new connection: [Errno 11004] getaddrinfo failed',))
2020-02-15 16:17:19 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:17:27 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:17:58 engine.py[line:40]                   INFO: 开始运行时间：2020-02-15 16:17:58.364596
2020-02-15 16:17:58 engine.py[line:41]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x031F8590>, 'doubai': <spiders.douban.DoubanSpider object at 0x031F87B0>}
2020-02-15 16:17:58 engine.py[line:42]                   INFO: 开启的爬虫中间件有：[]
2020-02-15 16:17:58 engine.py[line:43]                   INFO: 开启的下载中间件有：[]
2020-02-15 16:17:58 engine.py[line:44]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x031F8B10>, <pipelines.DoubanPipeline object at 0x031F8B30>]
2020-02-15 16:17:58 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-15 16:17:59 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:18:00 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=5&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:18:00 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=4&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:37 engine.py[line:40]                   INFO: 开始运行时间：2020-02-15 16:19:37.755281
2020-02-15 16:19:37 engine.py[line:41]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x031F8590>, 'doubai': <spiders.douban.DoubanSpider object at 0x031F87B0>}
2020-02-15 16:19:37 engine.py[line:42]                   INFO: 开启的爬虫中间件有：[]
2020-02-15 16:19:37 engine.py[line:43]                   INFO: 开启的下载中间件有：[]
2020-02-15 16:19:37 engine.py[line:44]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x031F8B10>, <pipelines.DoubanPipeline object at 0x031F8B30>]
2020-02-15 16:19:52 engine.py[line:120]                   ERROR: HTTPConnectionPool(host='www.baidu.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x03256230>: Failed to establish a new connection: [Errno 11004] getaddrinfo failed',))
Traceback (most recent call last):
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connection.py", line 157, in _new_conn
    (self._dns_host, self.port), self.timeout, **extra_kw
  File "D:\Envs\meiduo\lib\site-packages\urllib3\util\connection.py", line 61, in create_connection
    for res in socket.getaddrinfo(host, port, family, socket.SOCK_STREAM):
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\socket.py", line 745, in getaddrinfo
    for res in _socket.getaddrinfo(host, port, family, type, proto, flags):
socket.gaierror: [Errno 11004] getaddrinfo failed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connectionpool.py", line 672, in urlopen
    chunked=chunked,
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connectionpool.py", line 387, in _make_request
    conn.request(method, url, **httplib_request_kw)
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 1239, in request
    self._send_request(method, url, body, headers, encode_chunked)
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 1285, in _send_request
    self.endheaders(body, encode_chunked=encode_chunked)
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 1234, in endheaders
    self._send_output(message_body, encode_chunked=encode_chunked)
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 1026, in _send_output
    self.send(msg)
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\http\client.py", line 964, in send
    self.connect()
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connection.py", line 184, in connect
    conn = self._new_conn()
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connection.py", line 169, in _new_conn
    self, "Failed to establish a new connection: %s" % e
urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x03256230>: Failed to establish a new connection: [Errno 11004] getaddrinfo failed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\Envs\meiduo\lib\site-packages\requests\adapters.py", line 449, in send
    timeout=timeout
  File "D:\Envs\meiduo\lib\site-packages\urllib3\connectionpool.py", line 720, in urlopen
    method, url, error=e, _pool=self, _stacktrace=sys.exc_info()[2]
  File "D:\Envs\meiduo\lib\site-packages\urllib3\util\retry.py", line 436, in increment
    raise MaxRetryError(_pool, url, error or ResponseError(cause))
urllib3.exceptions.MaxRetryError: HTTPConnectionPool(host='www.baidu.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x03256230>: Failed to establish a new connection: [Errno 11004] getaddrinfo failed',))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "F:\Tencent\temp\scrapy_plus\cores\engine.py", line 118, in _error_callback
    raise exception  # 抛出异常后，才能被日志进行完整记录下来
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\multiprocessing\pool.py", line 119, in worker
    result = (True, func(*args, **kwds))
  File "F:\Tencent\temp\scrapy_plus\cores\engine.py", line 71, in _execute_request_response_item
    response = self.downloader.get_response(request)
  File "F:\Tencent\temp\scrapy_plus\cores\downloader.py", line 14, in get_response
    resp = requests.get(request.url, headers=request.headers, params=request.params)
  File "D:\Envs\meiduo\lib\site-packages\requests\api.py", line 75, in get
    return request('get', url, params=params, **kwargs)
  File "D:\Envs\meiduo\lib\site-packages\requests\api.py", line 60, in request
    return session.request(method=method, url=url, **kwargs)
  File "D:\Envs\meiduo\lib\site-packages\requests\sessions.py", line 533, in request
    resp = self.send(prep, **send_kwargs)
  File "D:\Envs\meiduo\lib\site-packages\requests\sessions.py", line 646, in send
    r = adapter.send(request, **kwargs)
  File "D:\Envs\meiduo\lib\site-packages\requests\adapters.py", line 516, in send
    raise ConnectionError(e, request=request)
requests.exceptions.ConnectionError: HTTPConnectionPool(host='www.baidu.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x03256230>: Failed to establish a new connection: [Errno 11004] getaddrinfo failed',))
2020-02-15 16:19:52 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:52 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:52 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=3&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:52 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=4&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:52 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=6&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:52 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=5&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=8&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=7&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=9&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=10&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=11&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=12&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:53 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-15 16:19:53 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=13&wd=%E9%97%AE%E7%AD%94>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686212/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455318/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/684986/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449701/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818751/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449803/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818716/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446357/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456004/>
2020-02-15 16:19:54 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449842/>
2020-02-15 16:19:55 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456014/>
2020-02-15 16:19:55 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455997/>
2020-02-15 16:19:55 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455998/>
2020-02-15 16:19:55 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686763/>
2020-02-15 16:19:55 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/819114/>
2020-02-15 16:19:55 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/group/close>
2020-02-15 16:19:56 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455011/>
2020-02-15 16:19:56 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455847/>
2020-02-15 16:19:56 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449860/>
2020-02-15 16:19:56 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/678081/>
2020-02-15 16:19:56 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455095/>
2020-02-15 16:19:56 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/677473/>
2020-02-15 16:19:56 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676947/>
2020-02-15 16:19:57 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676930/>
2020-02-15 16:19:57 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676650/>
2020-02-15 16:19:57 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676670/>
2020-02-15 16:19:57 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446906/>
2020-02-15 16:19:57 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446918/>
2020-02-15 16:19:57 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/447047/>
2020-02-15 16:19:57 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/450288/>
2020-02-15 16:19:57 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/817865/>
2020-02-15 16:19:58 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/817025/>
2020-02-15 16:19:58 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/814773/>
